
1,8,14,キングストレイル,牡3,56,北村宏司,2:11.8,,,5-5-7-5,34.6,21.4,8,488(+4),,,,[東] 藤沢和雄,サンデーレーシング,"5,509.2"
2,4,7,フサイチアウステル,牡3,56,安藤勝己,2:11.8,クビ,,3-3-3-3,34.9,3.8,1,476(-2),,,,[西] 池江泰寿,関口房朗,"2,231.2"
3,2,2,ピサノパテック,牡3,56,田中勝春,2:11.9,1/2,,3-3-3-2,35.0,14.5,6,486(+2),,,,[東] 藤沢和雄,市川義美,"1,415.6"
4,2,3,アドマイヤフジ,牡3,56,柴田善臣,2:12.1,1.1/2,,15-15-13-13,34.4,4.7,3,528(+18),,,,[西] 橋田満,近藤利一,810.0
5,6,10,マルブツライト,牡3,56,松岡正海,2:12.1,ハナ,,5-5-5-5,35.0,25.5,9,474(-2),,,,[西] 大久保正,大沢毅,540.0
6,7,13,ニューヨークカフェ,牡3,56,吉田豊,2:12.2,3/4,,11-11-11-8,34.7,16.5,7,446(-14),,,,[東] 小島太,西川光一,
7,8,15,スムースバリトン,牡3,56,蛯名正義,2:12.3,クビ,,9-9-8-8,35.0,33.9,10,492(-4),,,,[東] 国枝栄,金子真人ホールディングス,
8,1,1,カネサマンゲツ,牡3,56,田辺裕信,2:12.3,ハナ,,1-1-1-1,35.7,113.9,12,470(0),,,,[東] 久保田貴,笠原幸六,
9,4,6,マイネルレコルト,牡3,56,後藤浩輝,2:12.3,クビ,,12-12-11-8,34.8,4.6,2,450(-2),,,,[東] 堀井雅広,サラブレッドクラブ・ラフィアン,
10,5,9,コンラッド,牡3,56,横山典弘,2:12.5,1.1/4,,5-5-8-8,35.1,6.1,4,496(-4),,,,[東] 手塚貴久,サンデーレーシング,
11,3,4,ドリーミーオペラ,牡3,56,勝浦正樹,2:12.5,ハナ,,9-9-8-8,35.1,118.4,13,434(-4),,,,[東] 菊川正達,小川有世,
12,6,11,カンペキ,牡3,56,石橋脩,2:12.6,3/4,,13-13-13-13,35.0,63.1,11,484(-10),,,,[東] 松永勇,中村政勝,
13,7,12,トップガンジョー,牡3,56,藤田伸二,2:12.7,1/2,,8-5-5-5,35.6,8.7,5,492(-2),,,,[東] 和田正道,河内孝夫,
14,5,8,セイカチューバ,牡3,56,柴山雄一,2:13.1,2.1/2,,14-14-15-15,35.2,183.9,15,496(-2),,,,[東] 相沢郁,久米誠,
15,3,5,モリノミヤコ,牡3,56,小野次郎,2:13.5,2.1/2,,2-2-2-3,36.7,179.1,14,450(+6),,,,[東] 高橋義博,関駿也,
